Plant #,Treatment,Germinant #,Germination Day,Height (on germination day) ,Root Length (mm),Root Weight (g),Total Weight (g),AGB Weight (g),notes,extra notes,,,,,,,,,,,,,,,,
110,CON_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,3A,37,4,38.91,0.0008,0.0019,0.0011,,,,,,,,,,,,,,,,,,
110,CON_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
110,CON_NC,10A,31,3,,,,,"no seed capsule, no differentiation between AGB and BGB",,,,,,,,,,,,,,,,,
110,CON_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,2A,22,6,97.39,0.0013,0.0029,0.0016,,,,,,,,,,,,,,,,,,
111,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,5A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,8A,22,8,69.81,0.0008,0.0046,0.0038,,,,,,,,,,,,,,,,,,
111,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
111,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,5A,19,3,89.14,0.0004,0.0022,0.0018,,,,,,,,,,,,,,,,,,
112,NC_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,7A,36,4,30.3,0.0003,0.0018,0.0015,,,,,,,,,,,,,,,,,,
112,NC_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
112,NC_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,9A,13,8,53.23,0.0004,0.0063,0.0059,,,,,,,,,,,,,,,,,,
113,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
113,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,2A,19,21,133,0.0008,0.0043,0.0035,,,,,,,,,,,,,,,,,,
114,CON_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,4A,26,4,86.43,0.0004,0.0023,0.0019,,,,,,,,,,,,,,,,,,
114,CON_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,7A,22,8,75.96,0.0004,0.0039,0.0035,,,,,,,,,,,,,,,,,,
114,CON_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,9A,19,6,75.18,0.0006,0.0048,0.0042,,,,,,,,,,,,,,,,,,
114,CON_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
114,CON_FL,10A,39,4,14.98,0.0001,0.0018,0.0017,,,,,,,,,,,,,,,,,,
114,CON_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,2A,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,4A,20,3,139.88,0.0008,0.0036,0.0028,,,,,,,,,,,,,,,,,,
115,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,5A,22,9,126.17,0.001,0.0047,0.0037,,,,,,,,,,,,,,,,,,
115,FL_NC,5B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,6A,,,71.96,0.0006,0.0023,0.0017,,,,,,,,,,,,,,,,,,
115,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,8A,22,9,83.45,0.001,0.0037,0.0027,,,,,,,,,,,,,,,,,,
115,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,9A,22,10,96.79,0.0008,0.0035,0.0027,,,,,,,,,,,,,,,,,,
115,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
115,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,1A,24,6,57.79,0.0002,0.0025,0.0023,,,,,,,,,,,,,,,,,,
116,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,2A,19,4,72.72,0.0004,0.0037,0.0033,,,,,,,,,,,,,,,,,,
116,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,4A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,5A,27,6,37.87,0.0002,0.0031,0.0029,,,,,,,,,,,,,,,,,,
116,FL_NC,5B,29,9,31.94,0.0002,0.0015,0.0013,,,,,,,,,,,,,,,,,,
116,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,7A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
116,FL_NC,10A,26,5,,,,,germ not found,,,,,,,,,,,,,,,,,
116,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
117,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,10A,,,,,,,,,,,,,,,,,,,,,,,,
118,NC_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,1A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,1B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,2A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,2B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,3A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,3B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,4A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,4B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,5A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,5B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,6A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,6B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,7A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,7B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,8A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,8B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,9A,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,9B,,,,,,,,,,,,,,,,,,,,,,,,
119,FL_FL,10A,19,14,66.68,0.0004,0.0043,0.0039,,,,,,,,,,,,,,,,,,
119,FL_FL,10B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,1A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,1B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,2A,13,6,119.49,0.0022,0.006,0.0038,,,,,,,,,,,,,,,,,,
120,FL_NC,2B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,3A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,3B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,4A,19,4,125.34,0.0013,0.0056,0.0043,,,,,,,,,,,,,,,,,,
120,FL_NC,4B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,5A,26,4,98.65,0.0012,0.0049,0.0037,,,,,,,,,,,,,,,,,,
120,FL_NC,5B,27,6,61.34,0.0003,0.002,0.0017,,,,,,,,,,,,,,,,,,
120,FL_NC,6A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,6B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,7A,22,5,63.77,0.0002,0.0021,0.0019,,,,,,,,,,,,,,,,,,
120,FL_NC,7B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,8A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,8B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,9A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,9B,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,10A,,,,,,,,,,,,,,,,,,,,,,,,
120,FL_NC,10B,,,,,,,,,,,,,,,,,,,,,,,,
